All joint Positions
BaseSpine,Head,LeftElbow,LeftFoot,LeftHand,LeftHip,LeftKnee,LeftShoulder,LeftWrist,MidSpine,Neck,RightElbow,RightFoot,RightHand,RightHip,RightKnee,RightShoulder,RightWrist,ShoulderSpine,
(200.24 902.71 2483.71),(204.4 532.88 2442.83),(-83.97 543.35 2469.53),(-118.49 292.83 2480.77),(-386.44 -144.95 2556.83),(497.01 520.71 2422.26),(637.02 60.25 2342.42),(455.01 54.81 2046.04),(176.02 81.07 2416.88),(177.02 -271.43 2361.93),(-18.18 -277.34 2333.09),(-49.17 -135.61 1902.76),(-156.68 -112.95 1485.1),(383.28 -295.07 2353.26),(140.36 -824.74 2058.02),(245.61 -1450.57 2263.52),(-341.96 -71.65 2544.15),(485.35 55.72 2095.44),(213.86 683.33 2451.47),
(200.24 902.71 2483.71),(204.4 532.88 2442.83),(-83.97 543.35 2469.53),(-118.49 292.83 2480.77),(-386.44 -144.95 2556.83),(497.01 520.71 2422.26),(637.02 60.25 2342.42),(455.01 54.81 2046.04),(176.02 81.07 2416.88),(177.02 -271.43 2361.93),(-18.18 -277.34 2333.09),(-49.17 -135.61 1902.76),(-156.68 -112.95 1485.1),(383.28 -295.07 2353.26),(140.36 -824.74 2058.02),(245.61 -1450.57 2263.52),(-341.96 -71.65 2544.15),(485.35 55.72 2095.44),(213.86 683.33 2451.47),
(198.65 905.45 2479.41),(197.09 535.34 2443.49),(-93.43 566.79 2470.73),(-118.49 292.83 2480.77),(-386.44 -144.95 2556.83),(498.61 532.69 2433.87),(641.16 63.01 2374.25),(472.25 45.91 2076.84),(158.23 84.34 2424.15),(153.66 -268.48 2369.39),(-46.81 -267.77 2343.28),(-63.85 -258.39 1908.81),(-156.68 -112.95 1485.1),(360.22 -281.64 2354.37),(192.77 -889.09 2096.38),(224.2 -1528.09 2288.51),(-341.96 -71.65 2544.15),(500.4 48.76 2126.41),(210.08 685.88 2449.94),
(198.65 905.45 2479.41),(197.09 535.34 2443.49),(-93.43 566.79 2470.73),(-118.49 292.83 2480.77),(-386.44 -144.95 2556.83),(498.61 532.69 2433.87),(641.16 63.01 2374.25),(472.25 45.91 2076.84),(158.23 84.34 2424.15),(153.66 -268.48 2369.39),(-46.81 -267.77 2343.28),(-63.85 -258.39 1908.81),(-156.68 -112.95 1485.1),(360.22 -281.64 2354.37),(192.77 -889.09 2096.38),(224.2 -1528.09 2288.51),(-341.96 -71.65 2544.15),(500.4 48.76 2126.41),(210.08 685.88 2449.94),
(192.69 946.62 2477.85),(184.38 576.71 2445.38),(-102.57 610.27 2471.53),(-118.49 292.83 2480.77),(-386.44 -144.95 2556.83),(489.12 576.43 2442.75),(641.75 101.8 2406.07),(477.51 40.75 2111.56),(138.05 125.8 2432.53),(123.85 -227.54 2378.94),(-76.47 -215.14 2347.41),(-89.69 -351.62 1919.9),(-156.68 -112.95 1485.1),(329.78 -239.5 2358.02),(236.12 -905.79 2132.76),(204.39 -1561.41 2300.17),(-341.96 -71.65 2544.15),(504.88 50.9 2160.64),(199.87 727.35 2449.67),
(192.69 946.62 2477.85),(184.38 576.71 2445.38),(-102.57 610.27 2471.53),(-118.49 292.83 2480.77),(-386.44 -144.95 2556.83),(489.12 576.43 2442.75),(641.75 101.8 2406.07),(477.51 40.75 2111.56),(138.05 125.8 2432.53),(123.85 -227.54 2378.94),(-76.47 -215.14 2347.41),(-89.69 -351.62 1919.9),(-156.68 -112.95 1485.1),(329.78 -239.5 2358.02),(236.12 -905.79 2132.76),(204.39 -1561.41 2300.17),(-341.96 -71.65 2544.15),(504.88 50.9 2160.64),(199.87 727.35 2449.67),
(183.42 1012.72 2479.43),(169.16 643.77 2447.62),(-111.57 664.45 2472.11),(-219.27 276.17 2490.33),(-386.44 -144.95 2556.83),(468.25 632.35 2452.7),(641.19 160.34 2438.31),(482.88 39.58 2150.26),(121.35 192 2439.08),(99.18 -162.19 2387.49),(-96.36 -174.58 2349.84),(-112.69 -445.91 1942.16),(-156.68 -112.95 1485.1),(296.88 -207.57 2365.16),(264.97 -913.51 2172.07),(187.36 -1589.77 2299.89),(-341.96 -71.65 2544.15),(509.27 59.67 2198.27),(185.11 794.56 2450.47),
(183.42 1012.72 2479.43),(169.16 643.77 2447.62),(-111.57 664.45 2472.11),(-219.27 276.17 2490.33),(-386.44 -144.95 2556.83),(468.25 632.35 2452.7),(641.19 160.34 2438.31),(482.88 39.58 2150.26),(121.35 192 2439.08),(99.18 -162.19 2387.49),(-96.36 -174.58 2349.84),(-112.69 -445.91 1942.16),(-156.68 -112.95 1485.1),(296.88 -207.57 2365.16),(264.97 -913.51 2172.07),(187.36 -1589.77 2299.89),(-341.96 -71.65 2544.15),(509.27 59.67 2198.27),(185.11 794.56 2450.47),
(172.05 1083.75 2483.56),(152.16 714.99 2449.67),(-120.41 715.63 2471.24),(-288.25 289.01 2495.71),(-420.98 -61.13 2396.48),(441.68 687.86 2459.95),(637.62 224.55 2471.08),(490.81 49.25 2188.37),(105.71 262.04 2442.81),(81.54 -93.46 2393.77),(-107.11 -141.76 2352.41),(-128.89 -530.96 1976.34),(-202.58 -660.66 1754.17),(269.85 -177.2 2379.95),(277.87 -894.1 2200.68),(184.1 -1584.59 2296.94),(-389.81 -0.84 2411.54),(515.28 78.44 2235.49),(167.63 865.89 2451.95),
(155.53 1138.02 2488.48),(134.53 769.31 2451.55),(-133.8 756.05 2469.62),(-344.46 314.85 2490.74),(-429.79 10.88 2289.33),(415.12 727.82 2467.82),(625.46 272.8 2498.26),(492.96 69.27 2216.06),(89.41 315.68 2444.53),(68.02 -41 2397.4),(-115.73 -118.1 2356.77),(-145.57 -611.75 2020.07),(-223.52 -1079.11 1936.5),(249.86 -149.34 2390.23),(280.98 -866.88 2213.71),(188.58 -1561.52 2301.46),(-411.31 62.68 2321.86),(515.04 103.19 2263.09),(149.54 920.28 2453.89),
(155.53 1138.02 2488.48),(134.53 769.31 2451.55),(-133.8 756.05 2469.62),(-344.46 314.85 2490.74),(-429.79 10.88 2289.33),(415.12 727.82 2467.82),(625.46 272.8 2498.26),(492.96 69.27 2216.06),(89.41 315.68 2444.53),(68.02 -41 2397.4),(-115.73 -118.1 2356.77),(-145.57 -611.75 2020.07),(-223.52 -1079.11 1936.5),(249.86 -149.34 2390.23),(280.98 -866.88 2213.71),(188.58 -1561.52 2301.46),(-411.31 62.68 2321.86),(515.04 103.19 2263.09),(149.54 920.28 2453.89),
(134.77 1167.35 2492.8),(117.55 798.78 2453.12),(-151.48 778.87 2464.37),(-388.07 334.86 2477.34),(-421.65 81.6 2213.65),(392.52 748.45 2475.82),(596.46 294.32 2522.02),(492.51 86.88 2233.48),(74.74 343.97 2445.17),(59.22 -10.38 2399.94),(-120.72 -117.89 2364.09),(-151.62 -696.49 2067.21),(-233.28 -1341.19 2092.02),(234.84 -142.22 2394.52),(280.13 -855.85 2210.86),(193.41 -1544.43 2310.15),(-414.38 124.43 2256.97),(509.82 121.46 2281.57),(131.77 949.85 2455.76),
(134.77 1167.35 2492.8),(117.55 798.78 2453.12),(-151.48 778.87 2464.37),(-388.07 334.86 2477.34),(-421.65 81.6 2213.65),(392.52 748.45 2475.82),(596.46 294.32 2522.02),(492.51 86.88 2233.48),(74.74 343.97 2445.17),(59.22 -10.38 2399.94),(-120.72 -117.89 2364.09),(-151.62 -696.49 2067.21),(-233.28 -1341.19 2092.02),(234.84 -142.22 2394.52),(280.13 -855.85 2210.86),(193.41 -1544.43 2310.15),(-414.38 124.43 2256.97),(509.82 121.46 2281.57),(131.77 949.85 2455.76),
(116.64 1170.9 2495.83),(102.25 803.69 2454.04),(-166.55 775.09 2455.39),(-412.93 330.75 2457.53),(-391.74 153.98 2159.09),(376.33 750.47 2479.44),(555.86 292.62 2541.32),(492.81 96.3 2246.81),(64.22 347.1 2445.16),(54.11 -4.5 2402.09),(-125.25 -139.33 2371.56),(-150.07 -770.84 2104.36),(-234.16 -1467.44 2218.78),(228.65 -156.06 2395.17),(276.82 -862.1 2200.62),(199.79 -1537.88 2321.47),(-394.78 183.78 2208.5),(503.3 129.03 2295.9),(114.85 954.92 2456.98),
(116.64 1170.9 2495.83),(102.25 803.69 2454.04),(-166.55 775.09 2455.39),(-412.93 330.75 2457.53),(-391.74 153.98 2159.09),(376.33 750.47 2479.44),(555.86 292.62 2541.32),(492.81 96.3 2246.81),(64.22 347.1 2445.16),(54.11 -4.5 2402.09),(-125.25 -139.33 2371.56),(-150.07 -770.84 2104.36),(-234.16 -1467.44 2218.78),(228.65 -156.06 2395.17),(276.82 -862.1 2200.62),(199.79 -1537.88 2321.47),(-394.78 183.78 2208.5),(503.3 129.03 2295.9),(114.85 954.92 2456.98),
(102.03 1139.39 2495.41),(86.32 772.54 2453.56),(-185.03 739.41 2448.94),(-417.06 290.39 2425.4),(-351.07 213.8 2109.08),(357.07 714.05 2480.7),(519.94 255.7 2555.02),(498.78 90.44 2251.29),(54.9 314.15 2443.64),(49.78 -35.32 2402.19),(-128.7 -186.41 2376.66),(-143.94 -855.04 2137.14),(-231.13 -1526.69 2321.59),(225.66 -195.21 2393.51),(270.5 -899.63 2196.32),(201.06 -1561.13 2338.34),(-362.02 226.81 2161.66),(502.29 117.98 2301.91),(96.7 923.97 2456.84),
(102.03 1139.39 2495.41),(86.32 772.54 2453.56),(-185.03 739.41 2448.94),(-417.06 290.39 2425.4),(-351.07 213.8 2109.08),(357.07 714.05 2480.7),(519.94 255.7 2555.02),(498.78 90.44 2251.29),(54.9 314.15 2443.64),(49.78 -35.32 2402.19),(-128.7 -186.41 2376.66),(-143.94 -855.04 2137.14),(-231.13 -1526.69 2321.59),(225.66 -195.21 2393.51),(270.5 -899.63 2196.32),(201.06 -1561.13 2338.34),(-362.02 226.81 2161.66),(502.29 117.98 2301.91),(96.7 923.97 2456.84),
(102.03 1139.39 2495.41),(86.32 772.54 2453.56),(-185.03 739.41 2448.94),(-417.06 290.39 2425.4),(-351.07 213.8 2109.08),(357.07 714.05 2480.7),(519.94 255.7 2555.02),(498.78 90.44 2251.29),(54.9 314.15 2443.64),(49.78 -35.32 2402.19),(-128.7 -186.41 2376.66),(-143.94 -855.04 2137.14),(-231.13 -1526.69 2321.59),(225.66 -195.21 2393.51),(270.5 -899.63 2196.32),(201.06 -1561.13 2338.34),(-362.02 226.81 2161.66),(502.29 117.98 2301.91),(96.7 923.97 2456.84),
(85.46 1078.14 2491.61),(69.67 709.54 2451.11),(-208.3 681.34 2440.95),(-432.91 240.48 2383.63),(-315.32 283.61 2071.05),(342.64 655.11 2480.83),(499.46 197.09 2560.71),(528.16 54.53 2253.95),(44.96 249.7 2439.92),(43.81 -98.45 2400.18),(-137.45 -246.84 2380.31),(-139.74 -940.2 2167.9),(-209.32 -1560.89 2400.36),(225.35 -248.51 2390.07),(258.32 -952.87 2196.66),(204.02 -1601.81 2356.58),(-334.95 276.72 2123.09),(523.37 78.29 2305.08),(77.82 861.13 2454.8),
(85.46 1078.14 2491.61),(69.67 709.54 2451.11),(-208.3 681.34 2440.95),(-432.91 240.48 2383.63),(-315.32 283.61 2071.05),(342.64 655.11 2480.83),(499.46 197.09 2560.71),(528.16 54.53 2253.95),(44.96 249.7 2439.92),(43.81 -98.45 2400.18),(-137.45 -246.84 2380.31),(-139.74 -940.2 2167.9),(-209.32 -1560.89 2400.36),(225.35 -248.51 2390.07),(258.32 -952.87 2196.66),(204.02 -1601.81 2356.58),(-334.95 276.72 2123.09),(523.37 78.29 2305.08),(77.82 861.13 2454.8),
(67.53 1007.49 2485.3),(51.3 637.89 2447.03),(-238.47 630.36 2431.64),(-444.76 199.34 2341.69),(-294.31 364.04 2049.23),(329.8 595.73 2481.53),(482.7 136.72 2562.51),(580.59 5.16 2260.52),(31.18 176.95 2435.46),(31.5 -170.48 2397.35),(-157.98 -297.92 2382.88),(-139.61 -1016.12 2206.05),(-168.29 -1604.89 2456.31),(221.86 -296.56 2386.33),(233.92 -1009.1 2208.09),(214.27 -1657.97 2370.16),(-319.39 336.97 2097.97),(564.3 27.09 2310.85),(57.92 789.59 2450.84),
(67.53 1007.49 2485.3),(51.3 637.89 2447.03),(-238.47 630.36 2431.64),(-444.76 199.34 2341.69),(-294.31 364.04 2049.23),(329.8 595.73 2481.53),(482.7 136.72 2562.51),(580.59 5.16 2260.52),(31.18 176.95 2435.46),(31.5 -170.48 2397.35),(-157.98 -297.92 2382.88),(-139.61 -1016.12 2206.05),(-168.29 -1604.89 2456.31),(221.86 -296.56 2386.33),(233.92 -1009.1 2208.09),(214.27 -1657.97 2370.16),(-319.39 336.97 2097.97),(564.3 27.09 2310.85),(57.92 789.59 2450.84),
(50.02 954.05 2478.65),(31.92 584.21 2442.35),(-267.84 604.23 2423.29),(-452.19 178.07 2312.55),(-283.1 429.91 2043.8),(320.59 563.83 2482.41),(447.68 97.39 2563.15),(621.25 -14.92 2271.34),(10.51 122.54 2431.55),(11.2 -224.55 2395.07),(-186.93 -325.73 2385.01),(-145.38 -1058.8 2238.57),(-134.01 -1639.88 2484.31),(209.25 -326.21 2385.25),(213.86 -1048.84 2228.01),(224.19 -1711.78 2370.14),(-311.28 388.24 2088.6),(592.37 3.81 2319.97),(38.95 735.95 2445.91),
(50.02 954.05 2478.65),(31.92 584.21 2442.35),(-267.84 604.23 2423.29),(-452.19 178.07 2312.55),(-283.1 429.91 2043.8),(320.59 563.83 2482.41),(447.68 97.39 2563.15),(621.25 -14.92 2271.34),(10.51 122.54 2431.55),(11.2 -224.55 2395.07),(-186.93 -325.73 2385.01),(-145.38 -1058.8 2238.57),(-134.01 -1639.88 2484.31),(209.25 -326.21 2385.25),(213.86 -1048.84 2228.01),(224.19 -1711.78 2370.14),(-311.28 388.24 2088.6),(592.37 3.81 2319.97),(38.95 735.95 2445.91),
(32.91 945.92 2474.3),(9.02 574.71 2438.65),(-294.68 615.97 2418.75),(-451.11 175.77 2311.84),(-287.73 456.07 2050.49),(301.35 563.59 2483.47),(402.62 89.34 2561.06),(632.58 15.16 2278.39),(-19.69 112.73 2428.93),(-20.31 -233.5 2393.69),(-222.87 -316.76 2388.23),(-175.7 -1043.83 2250.56),(-131.97 -1628.23 2484.13),(183.02 -313.68 2386.57),(186.34 -1037.48 2247.08),(226.8 -1709.14 2373.58),(-314.99 409.48 2094.06),(594.28 27.55 2325.5),(18.44 726.37 2441.84),
(32.91 945.92 2474.3),(9.02 574.71 2438.65),(-294.68 615.97 2418.75),(-451.11 175.77 2311.84),(-287.73 456.07 2050.49),(301.35 563.59 2483.47),(402.62 89.34 2561.06),(632.58 15.16 2278.39),(-19.69 112.73 2428.93),(-20.31 -233.5 2393.69),(-222.87 -316.76 2388.23),(-175.7 -1043.83 2250.56),(-131.97 -1628.23 2484.13),(183.02 -313.68 2386.57),(186.34 -1037.48 2247.08),(226.8 -1709.14 2373.58),(-314.99 409.48 2094.06),(594.28 27.55 2325.5),(18.44 726.37 2441.84),
(12.62 985.17 2471.55),(-18.62 612.25 2436.28),(-319.84 661.32 2416.06),(-473.01 199.23 2354.39),(-307.64 440.26 2084.18),(274.07 601.84 2483.56),(357.28 121.71 2556.94),(624.37 99.26 2281.58),(-58.09 150.31 2427.78),(-61.92 -194.35 2394.63),(-265.79 -267.97 2393.76),(-238.85 -983.53 2255.67),(-179.55 -1586.22 2466.56),(140.1 -272.59 2393.15),(155.45 -996.6 2271.83),(208.09 -1679.1 2376.54),(-335.22 400.15 2129.22),(579.86 103.02 2327.47),(-5.69 763.7 2439.07),
(12.62 985.17 2471.55),(-18.62 612.25 2436.28),(-319.84 661.32 2416.06),(-473.01 199.23 2354.39),(-307.64 440.26 2084.18),(274.07 601.84 2483.56),(357.28 121.71 2556.94),(624.37 99.26 2281.58),(-58.09 150.31 2427.78),(-61.92 -194.35 2394.63),(-265.79 -267.97 2393.76),(-238.85 -983.53 2255.67),(-179.55 -1586.22 2466.56),(140.1 -272.59 2393.15),(155.45 -996.6 2271.83),(208.09 -1679.1 2376.54),(-335.22 400.15 2129.22),(579.86 103.02 2327.47),(-5.69 763.7 2439.07),
(-9.78 1059.26 2469.72),(-48.46 684.27 2435.26),(-343.52 727 2416.5),(-520.9 263.12 2407.01),(-342.86 431.92 2127.36),(242.47 668.41 2483.26),(314.1 184.35 2552.96),(601.13 221.23 2285.41),(-98.3 222.53 2428.46),(-108.38 -123.95 2398.06),(-309.33 -200.09 2401),(-320.63 -902.15 2257.82),(-262.38 -1523.34 2447.97),(87.23 -210.81 2404.74),(118.56 -931.05 2293.05),(170.92 -1623.29 2375.79),(-372.55 403.82 2173.97),(553.28 215.1 2330),(-32.14 835.47 2437.49),
(-9.78 1059.26 2469.72),(-48.46 684.27 2435.26),(-343.52 727 2416.5),(-520.9 263.12 2407.01),(-342.86 431.92 2127.36),(242.47 668.41 2483.26),(314.1 184.35 2552.96),(601.13 221.23 2285.41),(-98.3 222.53 2428.46),(-108.38 -123.95 2398.06),(-309.33 -200.09 2401),(-320.63 -902.15 2257.82),(-262.38 -1523.34 2447.97),(87.23 -210.81 2404.74),(118.56 -931.05 2293.05),(170.92 -1623.29 2375.79),(-372.55 403.82 2173.97),(553.28 215.1 2330),(-32.14 835.47 2437.49),
(-36.02 1141.97 2468.98),(-77.7 764.86 2435.75),(-363.27 788.51 2420.96),(-579.7 337.86 2437.81),(-388.76 449.82 2153.34),(204.36 733.18 2482.05),(291 250.08 2548.05),(578.97 331.59 2284.3),(-133.56 303.07 2431.05),(-150.42 -43.07 2403.97),(-342.15 -145.68 2407.75),(-390.56 -839.35 2262.55),(-370.91 -1477.94 2434.16),(31.42 -158.89 2414.76),(71.09 -874.92 2305.43),(129.04 -1569.45 2384.34),(-420.59 431.16 2200.75),(530.95 318 2328.26),(-59.43 915.9 2437.28),
(-36.02 1141.97 2468.98),(-77.7 764.86 2435.75),(-363.27 788.51 2420.96),(-579.7 337.86 2437.81),(-388.76 449.82 2153.34),(204.36 733.18 2482.05),(291 250.08 2548.05),(578.97 331.59 2284.3),(-133.56 303.07 2431.05),(-150.42 -43.07 2403.97),(-342.15 -145.68 2407.75),(-390.56 -839.35 2262.55),(-370.91 -1477.94 2434.16),(31.42 -158.89 2414.76),(71.09 -874.92 2305.43),(129.04 -1569.45 2384.34),(-420.59 431.16 2200.75),(530.95 318 2328.26),(-59.43 915.9 2437.28),
(-67.13 1205.42 2468.82),(-108.61 826.31 2437.45),(-385.88 828.15 2426.38),(-640.91 396.71 2455.13),(-429.96 476.76 2171.65),(158.87 771.99 2481.38),(286.59 297.1 2541.81),(565.02 440.2 2284.63),(-165.43 364.19 2434.78),(-187.92 19.43 2409.64),(-373.14 -106.39 2411.26),(-445.82 -796.97 2267.15),(-478.29 -1447.99 2421.93),(-17.15 -122.38 2418.63),(27.38 -834.4 2306.44),(85.41 -1522.17 2401.55),(-465.12 463.41 2218.9),(518.59 416.35 2327.49),(-90.04 977.36 2438.33),
(-67.13 1205.42 2468.82),(-108.61 826.31 2437.45),(-385.88 828.15 2426.38),(-640.91 396.71 2455.13),(-429.96 476.76 2171.65),(158.87 771.99 2481.38),(286.59 297.1 2541.81),(565.02 440.2 2284.63),(-165.43 364.19 2434.78),(-187.92 19.43 2409.64),(-373.14 -106.39 2411.26),(-445.82 -796.97 2267.15),(-478.29 -1447.99 2421.93),(-17.15 -122.38 2418.63),(27.38 -834.4 2306.44),(85.41 -1522.17 2401.55),(-465.12 463.41 2218.9),(518.59 416.35 2327.49),(-90.04 977.36 2438.33),
(-98.89 1240.47 2469.65),(-137.47 861.1 2439.72),(-407.32 843.62 2431.1),(-702.87 437.85 2461.91),(-465.48 499.47 2183.69),(123.24 793.42 2480.49),(287.55 325.94 2530.69),(556.58 548.49 2290.66),(-193.66 398.74 2437.98),(-219.92 55.07 2414.11),(-403.07 -91.65 2412.36),(-501.73 -778.75 2270.3),(-574.24 -1435.07 2410.23),(-54.93 -109.24 2418.73),(-5.78 -814.27 2297.73),(34.72 -1483.59 2421.06),(-505.04 489.19 2230.06),(511.72 511.44 2330.66),(-119.11 1012.18 2440.28),
(-98.89 1240.47 2469.65),(-137.47 861.1 2439.72),(-407.32 843.62 2431.1),(-702.87 437.85 2461.91),(-465.48 499.47 2183.69),(123.24 793.42 2480.49),(287.55 325.94 2530.69),(556.58 548.49 2290.66),(-193.66 398.74 2437.98),(-219.92 55.07 2414.11),(-403.07 -91.65 2412.36),(-501.73 -778.75 2270.3),(-574.24 -1435.07 2410.23),(-54.93 -109.24 2418.73),(-5.78 -814.27 2297.73),(34.72 -1483.59 2421.06),(-505.04 489.19 2230.06),(511.72 511.44 2330.66),(-119.11 1012.18 2440.28),
(-130.97 1245.17 2472.29),(-164.79 867.18 2442.37),(-433.4 841.85 2435.9),(-770.46 468.77 2463.6),(-507.83 523.11 2192.27),(89.33 785.06 2480.67),(302.92 332.65 2504.3),(548.44 660.36 2300.94),(-223.68 405.18 2439.9),(-252.34 62.81 2416.1),(-440.33 -98.64 2411.43),(-556.75 -781.87 2272.36),(-655.61 -1438.71 2402.47),(-86.54 -118.64 2414.58),(-48.02 -814.58 2282.54),(-18.6 -1460.23 2434.88),(-551.59 514.05 2237.49),(507.45 605.89 2334.83),(-145.54 1018.16 2443.17),
(-163.74 1199.7 2473.97),(-195.23 825.15 2444.46),(-462.95 793.62 2438.4),(-845.29 466.91 2437.89),(-536.4 560.67 2188.01),(65.1 742.11 2479.49),(335.05 319.44 2474.69),(538.41 725.8 2300.48),(-256.44 363.82 2440.55),(-285.22 23.5 2414.95),(-477.76 -133.16 2409.11),(-615.77 -807.58 2270.32),(-742.67 -1457.64 2402.31),(-115 -154.78 2409.55),(-92.11 -846.99 2278.08),(-64.2 -1478.83 2447.77),(-587.83 545.1 2229.65),(504.45 658.15 2329.52),(-175.21 976.04 2445.74),
(-163.74 1199.7 2473.97),(-195.23 825.15 2444.46),(-462.95 793.62 2438.4),(-845.29 466.91 2437.89),(-536.4 560.67 2188.01),(65.1 742.11 2479.49),(335.05 319.44 2474.69),(538.41 725.8 2300.48),(-256.44 363.82 2440.55),(-285.22 23.5 2414.95),(-477.76 -133.16 2409.11),(-615.77 -807.58 2270.32),(-742.67 -1457.64 2402.31),(-115 -154.78 2409.55),(-92.11 -846.99 2278.08),(-64.2 -1478.83 2447.77),(-587.83 545.1 2229.65),(504.45 658.15 2329.52),(-175.21 976.04 2445.74),
(-198.28 1119.22 2474.44),(-228.98 746.05 2445.57),(-505.39 725.41 2439.35),(-920.73 439.55 2426.23),(-581.84 586.22 2198.02),(41.2 670.21 2476.54),(369.06 292.63 2449.88),(527.57 736.83 2285.12),(-287.93 285.44 2439.72),(-316.63 -52.15 2411.21),(-512.58 -185.56 2405.8),(-674.87 -850.54 2268.37),(-801.55 -1494.28 2410.1),(-141.61 -210.91 2404.34),(-135.57 -902.6 2279.53),(-110.33 -1523.76 2462.72),(-638.28 561.85 2236.05),(501.15 662.75 2312.58),(-209.66 897.02 2447.49),
(-198.28 1119.22 2474.44),(-228.98 746.05 2445.57),(-505.39 725.41 2439.35),(-920.73 439.55 2426.23),(-581.84 586.22 2198.02),(41.2 670.21 2476.54),(369.06 292.63 2449.88),(527.57 736.83 2285.12),(-287.93 285.44 2439.72),(-316.63 -52.15 2411.21),(-512.58 -185.56 2405.8),(-674.87 -850.54 2268.37),(-801.55 -1494.28 2410.1),(-141.61 -210.91 2404.34),(-135.57 -902.6 2279.53),(-110.33 -1523.76 2462.72),(-638.28 561.85 2236.05),(501.15 662.75 2312.58),(-209.66 897.02 2447.49),
(-231.28 1035.74 2475.33),(-261.04 662.82 2445.85),(-546.3 655.69 2443.42),(-982.37 400.41 2443.23),(-664.53 592.82 2216.76),(24.47 603.47 2472.71),(389.68 265.16 2425.42),(515.37 719.12 2259.77),(-317.93 203.26 2437.74),(-347.6 -131.73 2406.86),(-546.2 -245.99 2401.3),(-708.67 -913.17 2265.08),(-812.45 -1546.29 2425.72),(-169.08 -274.91 2401.53),(-179.02 -968.25 2277.06),(-134.68 -1569.5 2479.45),(-717.5 560.77 2254.5),(494.45 643.38 2287.38),(-242.35 813.84 2448.52),
(-231.28 1035.74 2475.33),(-261.04 662.82 2445.85),(-546.3 655.69 2443.42),(-982.37 400.41 2443.23),(-664.53 592.82 2216.76),(24.47 603.47 2472.71),(389.68 265.16 2425.42),(515.37 719.12 2259.77),(-317.93 203.26 2437.74),(-347.6 -131.73 2406.86),(-546.2 -245.99 2401.3),(-708.67 -913.17 2265.08),(-812.45 -1546.29 2425.72),(-169.08 -274.91 2401.53),(-179.02 -968.25 2277.06),(-134.68 -1569.5 2479.45),(-717.5 560.77 2254.5),(494.45 643.38 2287.38),(-242.35 813.84 2448.52),
(-231.28 1035.74 2475.33),(-261.04 662.82 2445.85),(-546.3 655.69 2443.42),(-982.37 400.41 2443.23),(-664.53 592.82 2216.76),(24.47 603.47 2472.71),(389.68 265.16 2425.42),(515.37 719.12 2259.77),(-317.93 203.26 2437.74),(-347.6 -131.73 2406.86),(-546.2 -245.99 2401.3),(-708.67 -913.17 2265.08),(-812.45 -1546.29 2425.72),(-169.08 -274.91 2401.53),(-179.02 -968.25 2277.06),(-134.68 -1569.5 2479.45),(-717.5 560.77 2254.5),(494.45 643.38 2287.38),(-242.35 813.84 2448.52),
(-264.74 972.73 2476.46),(-289.53 598.98 2445.31),(-584.12 614.5 2450.88),(-1000.93 331.91 2463.17),(-761.09 593.37 2233.07),(11.03 560.13 2467.82),(395.57 243.52 2413.48),(492.2 679.41 2230.58),(-346.36 140.12 2433.7),(-377.55 -193.17 2401.41),(-578.87 -293.75 2395.43),(-719.45 -972.55 2264.57),(-799.64 -1598.15 2439.53),(-194.31 -322.39 2400.19),(-185.17 -1019.67 2276.26),(-132.66 -1606.7 2492.28),(-801.04 549.77 2271.42),(476.14 606.72 2261.07),(-270.84 749.92 2449.13),
(-264.74 972.73 2476.46),(-289.53 598.98 2445.31),(-584.12 614.5 2450.88),(-1000.93 331.91 2463.17),(-761.09 593.37 2233.07),(11.03 560.13 2467.82),(395.57 243.52 2413.48),(492.2 679.41 2230.58),(-346.36 140.12 2433.7),(-377.55 -193.17 2401.41),(-578.87 -293.75 2395.43),(-719.45 -972.55 2264.57),(-799.64 -1598.15 2439.53),(-194.31 -322.39 2400.19),(-185.17 -1019.67 2276.26),(-132.66 -1606.7 2492.28),(-801.04 549.77 2271.42),(476.14 606.72 2261.07),(-270.84 749.92 2449.13),
(-294.76 938.34 2477.49),(-313.46 565.34 2443.9),(-612.63 601.38 2454.58),(-982.97 265.88 2472.57),(-822.42 613.75 2258.84),(-1.61 546.48 2462.92),(370.81 216.32 2408.38),(443.63 619.3 2202.67),(-372.61 107.75 2427.01),(-404.23 -225.48 2394.88),(-608.4 -311.26 2391.03),(-721.59 -999.42 2268.15),(-799.49 -1625.65 2444.96),(-215.68 -338.6 2398.96),(-175.69 -1036.93 2279.87),(-118.35 -1622.54 2498.11),(-849.23 555.8 2294.46),(431.53 552.15 2236.96),(-293.99 715.98 2449.46),
(-294.76 938.34 2477.49),(-313.46 565.34 2443.9),(-612.63 601.38 2454.58),(-982.97 265.88 2472.57),(-822.42 613.75 2258.84),(-1.61 546.48 2462.92),(370.81 216.32 2408.38),(443.63 619.3 2202.67),(-372.61 107.75 2427.01),(-404.23 -225.48 2394.88),(-608.4 -311.26 2391.03),(-721.59 -999.42 2268.15),(-799.49 -1625.65 2444.96),(-215.68 -338.6 2398.96),(-175.69 -1036.93 2279.87),(-118.35 -1622.54 2498.11),(-849.23 555.8 2294.46),(431.53 552.15 2236.96),(-293.99 715.98 2449.46),
